,name,homepage,github_id,category,labels,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,updated_github_id,trending,gitee_id,gitee_url,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,docs_url,greasy_fork_id,greasy_fork_url,greasy_fork_code_url,greasy_fork_total_installs,greasy_fork_fan_score,new_addition
0,BIThesis,https://bithesis.bitnp.net,BITNP/BIThesis,template,['latex'],https://github.com/BITNP/BIThesis,LPPL-1.3c,2020-01-12 14:44:20.000,2026-01-15 14:14:25,2026-01-15 14:14:06,1324.0,31.0,115.0,7.0,365.0,10.0,275.0,1026.0,2026-01-06 04:22:33.000,3.8.7,26200.0,770.0,50.0,📖 北京理工大学非官方 LaTeX 模板集合，包含本科、研究生毕业设计模板及更多。🎉 （更多文档请访问 wiki 和 release 中的手册）.,30.0,21,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,BitSrunLoginGo,https://github.com/Mmx233/BitSrunLoginGo,Mmx233/BitSrunLoginGo,srun,['go'],https://github.com/Mmx233/BitSrunLoginGo,AGPL-3.0,2021-03-13 08:45:26.000,2026-01-15 17:09:27,2026-01-15 17:07:47,378.0,3.0,40.0,2.0,4.0,,49.0,488.0,2026-01-15 17:31:14.000,1.6.6,10442.0,176.0,46.0,深澜校园网登录程序 Go 语言版，适用于Windows、Linux、路由器等。提供对 Docker、Go Module、OpenWrt 的支持.,6.0,16,True,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,QtUnblockNeteaseMusic,https://github.com/FrzMtrsprt/QtUnblockNeteaseMusic,FrzMtrsprt/QtUnblockNeteaseMusic,apollo,,https://github.com/FrzMtrsprt/QtUnblockNeteaseMusic,GPL-3.0,2022-07-22 02:48:10.000,2024-09-05 21:42:56,2024-09-05 21:42:52,223.0,,21.0,2.0,,10.0,37.0,713.0,2024-07-16 12:57:04.000,1.5.3,16819.0,391.0,18.0,"A desktop client for UnblockNeteaseMusic, made with Qt.",1.0,13,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,vouv/srun,https://github.com/vouv/srun,vouv/srun,srun,['go'],https://github.com/vouv/srun,MIT,2018-09-13 14:25:59.000,2025-04-21 14:51:21,2025-04-21 14:51:14,158.0,,27.0,3.0,8.0,1.0,6.0,125.0,2021-01-02 10:19:25.000,1.1.5,2201.0,27.0,25.0,北京理工大学校园网命令行登录工具，多系统支持.,8.0,13,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,bitsrun,https://pypi.org/project/bitsrun,BITNP/bitsrun,srun,['python'],https://github.com/BITNP/bitsrun,WTFPL,2018-09-02 04:01:05.000,2026-02-18 03:26:32,2026-02-18 03:26:01,158.0,4.0,15.0,1.0,55.0,3.0,11.0,92.0,2024-04-07 06:40:18.000,3.7.1,413.0,288.0,18.0,A headless login / logout script for 10.0.0.55 at BIT. 北京理工大学 10.0.0.55 校园网登录登出的 Python 实现.,8.0,13,True,1.0,5.0,5.0,bitsrun,https://pypi.org/project/bitsrun,2024-04-07 06:40:18.000,277.0,,,,,,,,,,,,,,,,,,,,,
5,torchattack,http://docs.swo.moe/torchattack/,daisylab-bit/torchattack,apollo,,https://github.com/spencerwooo/torchattack,MIT,2023-01-26 08:14:58.000,2025-12-22 09:32:40,2025-12-22 09:31:44,323.0,5.0,6.0,1.0,39.0,,5.0,69.0,2025-12-22 09:32:40.000,1.7.2,750.0,20.0,30.0,"🛡 A curated list of adversarial attacks in PyTorch, with a focus on transferable black-box attacks.",9.0,13,True,1.0,4.0,4.0,,,,,spencerwooo/torchattack,,,,,,,,,,,,,,,,,,,,
6,Yanhekt-AutoSlides,https://github.com/bit-admin/Yanhekt-AutoSlides,bit-admin/Yanhekt-AutoSlides,academic,,https://github.com/bit-admin/Yanhekt-AutoSlides,Apache-2.0,2025-03-16 12:03:16.000,2026-01-18 02:56:56,2026-01-18 02:56:45,445.0,70.0,2.0,1.0,,1.0,2.0,45.0,2026-01-12 20:32:53.000,4.1.4,530.0,48.0,17.0,北京理工大学延河课堂客户端，从屏幕录制中自动提取幻灯片，下载录播课程，AI智能过滤；内网模式优化，16倍速流畅播放，校园网内下载速率快至110MB/s。.,,13,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,zu1k/srun,https://github.com/zu1k/srun,zu1k/srun,srun,['rust'],https://github.com/zu1k/srun,GPL-3.0,2021-11-02 13:52:39.000,2026-02-03 19:31:59,2025-07-03 13:37:27,102.0,,43.0,2.0,30.0,1.0,13.0,322.0,2025-07-03 13:37:52.000,0.6.2,5011.0,98.0,22.0,srun 深澜认证登录，超轻量、多平台，支持多拨、自动探测IP、指定网卡.,8.0,12,True,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
8,数据挖掘,https://bitdm.github.io/,BITDM/bitdm.github.io,exp,,https://github.com/BITDM/bitdm.github.io,,2015-06-13 00:49:08.000,2020-07-31 04:25:36,2020-07-31 04:25:25,1278.0,,156.0,7.0,391.0,1.0,1.0,44.0,,,,,,Contents for data mining course.,153.0,11,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,BIT-Thesis,https://github.com/BIT-thesis/LaTeX-template,BIT-thesis/LaTeX-template,template,['latex'],https://github.com/BIT-thesis/LaTeX-template,,2017-03-08 01:23:55.000,2024-03-21 13:18:39,2018-11-09 03:32:21,105.0,,94.0,17.0,13.0,24.0,23.0,396.0,2018-11-09 03:35:12.000,1.5,,,5.0,LaTeX template for BIT thesis.,6.0,10,False,1.0,,,,,,,,,five_cost_QiFei/LaTeX-template,https://gitee.com/five_cost_QiFei/LaTeX-template,,,,,,,,,,,,,,,,,
10,BIT-srun-login-script,https://github.com/coffeehat/BIT-srun-login-script,coffeehat/BIT-srun-login-script,srun,['python'],https://github.com/coffeehat/BIT-srun-login-script,MIT,2020-04-01 14:17:26.000,2024-04-19 12:38:58,2024-04-19 12:38:58,21.0,,44.0,3.0,6.0,1.0,3.0,214.0,,,,,,北京理工大学深澜校园网登录脚本，以实现命令行登录或者断线重连等，仅提供登录功能.,6.0,10,False,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Bulletin Issues Transferred,https://haobit.top/notice/,YDX-2147483647/bulletin-issues-transferred,agg,['web'],https://github.com/YDX-2147483647/bulletin-issues-transferred,MIT,2021-12-11 15:23:43.000,2026-01-14 19:28:06,2026-01-14 11:27:52,216.0,3.0,2.0,4.0,28.0,6.0,27.0,32.0,,,,,,汇总 BIT 各种网站的通知。（以及钉钉、RSS插件等）.,3.0,10,True,1.0,,,,,,,,,YDX-2147483647/bulletin-issues-transferred,https://gitee.com/YDX-2147483647/bulletin-issues-transferred,,,,,,,,,,,,,,,,,
12,BIThesis-wiki,https://bithesis.bitnp.net,BITNP/BIThesis-wiki,template,['latex'],https://github.com/BITNP/BIThesis-wiki,CC0-1.0,2020-11-25 12:05:29.000,2026-01-06 05:24:21,2026-01-06 05:23:53,991.0,23.0,7.0,3.0,533.0,3.0,45.0,14.0,,,,,,非官方本科生毕业设计论文/研究生学位论文 LaTeX 模板（以及更多）在线文档.,19.0,10,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,BITSGUI,https://github.com/so1ve/bitsgui,so1ve/bitsgui,srun,,https://github.com/so1ve/bitsgui,MIT,2025-10-27 10:41:42.000,2026-02-02 19:13:07,2026-02-02 12:41:35,103.0,25.0,1.0,,9.0,1.0,,1.0,2025-12-25 18:31:59.000,0.5.0,204.0,51.0,21.0,A simple login / logout desktop app for gateway (10.0.0.55) at BIT. 一个北京理工大学 10.0.0.55 校园网登录登出的简单小桌面软件.,3.0,10,True,2.0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,
14,BIT-CS,https://github.com/xiabee/BIT-CS,xiabee/BIT-CS,learning,,https://github.com/xiabee/BIT-CS,Apache-2.0,2020-03-14 12:24:55.000,2021-12-14 11:20:18,2021-12-14 11:18:13,67.0,,33.0,4.0,,2.0,3.0,309.0,,,,,,北京理工大学计算机学院课程代码/历年试卷/知识点总结等，欢迎PR.,1.0,9,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,BIT_yanhe_download,https://github.com/AuYang261/BIT_yanhe_download,AuYang261/BIT_yanhe_download,academic,['python'],https://github.com/AuYang261/BIT_yanhe_download,MIT,2023-03-31 09:09:41.000,2025-03-21 07:24:19,2025-03-21 05:31:58,63.0,,11.0,2.0,10.0,1.0,8.0,117.0,2025-03-21 07:24:19.000,3.2,2340.0,83.0,16.0,北京理工大学延河课堂回放下载器.,4.0,9,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,北理工延河课堂视频下载,https://pypi.org/project/yanhekt/,GDDG08/YanHeKT_Downloader,academic,['python'],https://github.com/HansZ8/YanHeKT_Downloader,MPL-2.0,2023-04-01 15:27:44.000,2024-04-03 17:34:43,2024-04-03 17:34:36,28.0,,7.0,1.0,2.0,1.0,5.0,61.0,2024-04-03 17:18:00.000,Beta-2.3.4,987.0,29.0,7.0,北理工延河课堂视频下载.,3.0,9,False,1.0,,,,,,,HansZ8/YanHeKT_Downloader,,,,,,,,,,,,,,,,,,,,
17,bitsrun-rs,https://crates.io/crates/bitsrun,spencerwooo/bitsrun-rs,srun,,https://github.com/spencerwooo/bitsrun-rs,MIT,2023-11-17 08:31:32.000,2025-03-14 06:30:43.965000,2025-03-14 06:28:42,77.0,,6.0,1.0,12.0,1.0,3.0,46.0,2025-03-14 06:30:43.965,0.5.0,650.0,44.33333333333333,8.0,"🌐 A headless login / logout CLI for gateway (10.0.0.55) at BIT, now in Rust. 北京理工大学 10.0.0.55 校园网登录登出的 Rust 实现.",2.0,9,True,2.0,1.0,1.0,,,,,,,,,bitsrun,https://crates.io/crates/bitsrun,2025-03-14 06:30:43.965,20.333333333333332,9651.0,,,,,,,,,,,,
18,BITCS Coursework,https://github.com/spencerwooo/BITCS-Coursework,spencerwooo/BITCS-Coursework,learning,,https://github.com/spencerwooo/BITCS-Coursework,CC-BY-SA-4.0,2019-04-29 15:24:01.000,2021-06-07 05:15:07,2020-01-11 10:15:06,17.0,,30.0,4.0,1.0,1.0,,232.0,,,,,,不完整北京理工大学计算机学院课程项目资料清单。.,2.0,8,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,BIT101,https://bit101.cn,BIT101-dev/BIT101,agg,['web'],https://github.com/BIT101-dev/BIT101,AGPL-3.0,2022-02-22 13:24:29.000,2025-06-03 18:15:20,2025-06-03 18:15:14,136.0,,19.0,3.0,27.0,6.0,21.0,141.0,,,,,,百丽宫攻略、课程评价及资料、课表、查成绩。.,5.0,8,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Web VPN Converter,https://webvpn.swo.moe/,spencerwooo/bit-webvpn-converter,edu-cn,['web'],https://github.com/spencerwooo/bit-webvpn-converter,,2020-07-01 04:30:50.000,2026-01-30 18:46:23,2024-07-20 02:33:42,293.0,,32.0,2.0,257.0,3.0,9.0,89.0,,,,,,Web VPN converter.,7.0,8,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,BITthesis,https://github.com/qiuzhu/BITthesis,qiuzhu/BITthesis,template,['latex'],https://github.com/qiuzhu/BITthesis,GPL-3.0,2016-08-17 08:41:37.000,2017-10-11 05:32:37,2017-09-08 12:53:22,142.0,,24.0,5.0,6.0,3.0,,58.0,2017-08-11 09:39:55.000,1.3,,,4.0,Thesis Template of Beijing Institute of Technology Using LaTeX.,2.0,8,False,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Yanhekt-downloader-electron,https://github.com/bit-admin/Yanhekt-downloader-electron,bit-admin/Yanhekt-downloader-electron,academic,,https://github.com/bit-admin/Yanhekt-downloader-electron,MIT,2025-05-04 17:14:43.000,2025-10-11 03:39:48,2025-10-11 03:39:48,23.0,,,1.0,,,,8.0,2025-06-25 19:19:45.000,1.2.0,251.0,27.0,3.0,基于 Electron 的北京理工大学延河课堂视频下载器，支持macOS及Windows，针对校园网优化，下载速率可达110MB/s.,,8,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Virtual BIT Network,https://www.npmjs.com/package/virtual-bit-network,YDX-2147483647/virtual-BIT-network,edu-cn,,https://github.com/YDX-2147483647/virtual-BIT-network,MIT,2022-08-03 08:37:17.000,2025-08-19 02:07:11,2025-08-19 02:06:20,52.0,,,1.0,5.0,,1.0,3.0,2025-05-13 13:59:56.879,0.3.1,,13.0,5.0,BIT WebVPN 登录与转换（≈ Fetch API）.,2.0,8,True,1.0,3.0,1.0,,,,,,,,,,,,,,virtual-bit-network,https://www.npmjs.com/package/virtual-bit-network,2025-05-13 13:59:56.879,2.0,13.0,,,,,,,
24,bitroom (Book an Incongruent Topological Room Or be Out of Mind),https://pypi.org/project/bitroom/,YDX-2147483647/bitroom,cal,['python'],https://github.com/YDX-2147483647/bitroom,MIT,2023-05-04 13:18:27.000,2023-07-10 14:17:16,2023-07-10 14:17:16,30.0,,,1.0,,2.0,4.0,1.0,2023-05-18 01:53:00.446,0.1.5,,84.0,5.0,BIT 场地预约查询接口。（bitroom）🚩🏠.,,8,False,1.0,3.0,3.0,bitroom,https://pypi.org/project/bitroom,2023-05-18 01:53:00.446,84.0,,,,,,,,,,,,,,,https://github.com/YDX-2147483647/bitroom/wiki,,,,,,
25,BIT Online Code Helper,https://github.com/Crawler995/BITOnlineCodeHelper,Crawler995/BITOnlineCodeHelper,academic,,https://github.com/Crawler995/BITOnlineCodeHelper,MIT,2020-01-14 12:32:09.000,2020-04-16 01:33:26,2020-04-16 01:11:16,3.0,,,1.0,,,,1.0,2020-04-16 01:33:26.000,1.0.4,,121.0,6.0,Test and commit your code of BIT Online coding homework more easily and conveniently!.,,8,False,1.0,,,BIT-Online-Code-Helper,https://pypi.org/project/BIT-Online-Code-Helper,2020-04-16 01:33:26.000,121.0,,,,,,,,,,,,,,,,,,,,,
26,yht0511/bit-login,https://github.com/yht0511/bit-login,yht0511/bit-login,edu-cn,,https://github.com/yht0511/bit-login,,2025-06-02 10:18:10.000,2026-01-14 09:52:13,2026-01-14 09:52:05,6.0,2.0,,,,,,1.0,2025-12-05 01:40:15.000,1.2.0,,190.0,8.0,北京理工大学统一身份验证登录模块.,,8,True,1.0,,,bit-login,https://pypi.org/project/bit-login,2026-01-14 09:50:29.000,190.0,,,,,,,,,,,,,,,,,,,,,
27,BIT-CS-Learning,https://github.com/songshangru/BIT-CS-Learning,songshangru/BIT-CS-Learning,learning,,https://github.com/songshangru/BIT-CS-Learning,,2021-01-01 06:09:41.000,2025-12-27 11:44:40,2025-12-27 11:44:40,123.0,1.0,72.0,5.0,27.0,1.0,2.0,432.0,,,,,,保存一下我自己整理的北理工计科的学习资料，欢迎分享资源.,7.0,7,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,BIT-MiniCC,https://github.com/jiweixing/BIT-MiniCC,jiweixing/BIT-MiniCC,apollo,,https://github.com/jiweixing/BIT-MiniCC,,2016-04-13 05:47:59.000,2023-05-17 05:40:04,2023-05-17 05:40:04,64.0,,111.0,10.0,8.0,6.0,7.0,188.0,,,,,,A C compiler framework in Java.,2.0,7,False,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,BIT-DA/RIPU,https://arxiv.org/abs/2111.12940,BIT-DA/RIPU,apollo,,https://github.com/BIT-DA/RIPU,MIT,2022-03-13 06:24:18.000,2023-10-22 12:02:53,2023-10-22 12:02:53,13.0,,20.0,6.0,,,5.0,152.0,,,,,,[CVPR 2022 Oral] Towards Fewer Annotations: Active Learning via Region Impurity and Prediction Uncertainty for Domain..,2.0,7,False,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,BIT101-Android,http://android.bit101.cn,BIT101-dev/BIT101-Android,agg,,https://github.com/BIT101-dev/BIT101-Android,AGPL-3.0,2023-03-14 16:43:24.000,2025-06-02 09:35:04,2025-06-02 09:33:25,111.0,,6.0,2.0,9.0,8.0,2.0,55.0,2023-09-19 13:15:51.000,1.1.0,173.0,5.0,3.0,针对北京理工大学搞的怪安卓.,5.0,7,True,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Hyperzsb/bit-cs,https://github.hyperzsb.tech/bit-cs/,Hyperzsb/bit-cs,learning,,https://github.com/Hyperzsb/bit-cs,MIT,2019-11-24 08:01:50.000,2021-08-23 13:14:38,2021-08-23 13:14:27,101.0,,3.0,1.0,2.0,,,34.0,,,,,,"Codes and other resources of courses offered in School of Computer Science & Technology, Beijing Institute of..",4.0,7,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,BIT-CourseRace,https://github.com/Jump-Wang-111/BIT-CourseRace,Jump-Wang-111/BIT-CourseRace,academic,,https://github.com/Jump-Wang-111/BIT-CourseRace,MIT,2023-10-12 10:02:06.000,2026-01-14 14:40:36,2026-01-14 14:40:35,24.0,5.0,4.0,1.0,2.0,,1.0,32.0,,,,,,北京理工大学研究生抢课脚本.,3.0,7,True,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PySPT,https://spaitlab.gitee.io/py-spt/index.html,,apollo,['python'],,MIT,2022-05-08 18:43:27.000,2025-09-30 09:06:56,,,,24.0,13.0,,,,24.0,,,,,,Python信号处理工具箱 Python Signal Processing Toolbox.,,7,True,2.0,,,,,,,,,spaitlab/py-spt,https://gitee.com/spaitlab/py-spt,,,,,,,,,,,,,,,,,
34,open_ibit,https://github.com/yht0511/open_ibit,yht0511/open_ibit,edu-cn,,https://github.com/yht0511/open_ibit,MIT,2025-03-01 11:02:10.000,2026-01-16 12:22:09,2026-01-16 12:22:03,35.0,5.0,3.0,1.0,3.0,,,11.0,,,,,,"北理工艾比特逆向,实现支持OpenAI接口的Deepseek-R1服务端.",4.0,7,True,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,BIT-WEB,https://github.com/Ethan-yt/BIT-WEB,Ethan-yt/BIT-WEB,srun,['web'],https://github.com/Ethan-yt/BIT-WEB,ISC,2019-04-02 05:04:30.000,2022-02-11 18:53:56,2019-04-02 10:59:45,4.0,,1.0,1.0,2.0,,,2.0,2019-04-02 11:00:08.528,1.0.5,,12.0,5.0,北理工上网命令行脚本，支持联通移动.,,7,False,2.0,8.0,3.0,,,,,,,,,,,,,,@ethanyt/bit,https://www.npmjs.com/package/@ethanyt/bit,2019-04-02 11:00:08.528,5.0,12.0,,,,,,,
36,BIT Computer Science and Technology,https://github.com/fan2goa1/BIT-CS-UnderGraduate,fan2goa1/BIT-CS-UnderGraduate,learning,,https://github.com/fan2goa1/BIT-CS-UnderGraduate,Apache-2.0,2023-05-29 17:42:14.000,2024-07-16 18:12:09,2024-07-16 18:12:09,119.0,,15.0,1.0,1.0,,2.0,269.0,,,,,,这个仓库存放了北京理工大学计科专业相关课程资料，欢迎Star & PR。.,2.0,6,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,北京理工大学-本科-人工智能专业-通关经验包,https://github.com/Robin-WZQ/BIT-AI-Review,Robin-WZQ/BIT-AI-Review,learning,,https://github.com/Robin-WZQ/BIT-AI-Review,,2022-01-04 03:42:17.000,2025-09-06 01:53:32,2025-09-06 01:53:32,571.0,,10.0,1.0,2.0,1.0,2.0,223.0,,,,,,本项目分享了本人在北京理工大学计算机学院人工智能专业的相关课程资料与经验分享。希望对你们有所帮助❤️，如果喜欢的话记得给个star哦🌟.,3.0,6,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,幻影坦克快速发车工具(带图形界面),https://github.com/Aloxaf/MirageTankGo,Aloxaf/MirageTankGo,apollo,['python'],https://github.com/Aloxaf/MirageTankGo,GPL-3.0,2018-01-20 15:00:18.000,2024-04-20 04:43:48,2019-08-20 05:33:30,20.0,,20.0,3.0,3.0,2.0,,161.0,,,,,,幻影坦克(特指点开后不一样的图片)快速发车工具.,1.0,6,False,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,图书馆座位预约系统辅助工具,https://github.com/DefJia/Auto_Reservation_System_BE,DefJia/Auto_Reservation_System_BE,cal,['python'],https://github.com/DefJia/Auto_Reservation_System_BE,Apache-2.0,2018-10-13 17:14:21.000,2021-12-01 11:47:57,2021-12-01 11:47:45,61.0,,8.0,1.0,1.0,3.0,8.0,17.0,,,,,,图书馆座位预约系统辅助工具 An auxiliary tool for booking seats in Library Seat Reservation System.,3.0,6,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,BIT-SE,https://ri-nai-bit-se.github.io/BIT-SE/,Ri-Nai-BIT-SE/BIT-SE,learning,,https://github.com/Ri-Nai-BIT-SE/BIT-SE,MIT,2025-04-16 11:32:26.000,2025-12-01 13:52:15,2025-12-01 13:52:14,53.0,1.0,1.0,1.0,,,1.0,16.0,2025-07-16 01:44:15.000,概率论与数理统计,375.0,46.0,14.0,北京理工大学软件工程课程个人学习经验分享.,,6,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,网协主页,https://www.bitnp.net/,BITNP/bitnp-website,org,['web'],https://github.com/BITNP/bitnp-website,,2022-08-12 09:16:11.000,2025-08-07 10:11:58,2025-08-07 10:11:44,182.0,,6.0,5.0,8.0,2.0,4.0,14.0,,,,,,The website of Net Pioneer Association of BIT.,14.0,6,True,1.0,,,,,,,,,iruhh/bitnp-website,https://gitee.com/iruhh/bitnp-website,,,,,,,,,,,,,,,,,
42,百丽宫年度吃饭报告生成器,https://r.eatbit.top,rinevard/BIT-Annual-Eat,cal,,https://github.com/rinevard/BIT-Annual-Eat,CC0-1.0,2025-11-21 14:00:19.000,2025-12-25 03:18:32,2025-12-25 03:15:59,128.0,87.0,2.0,,1.0,,1.0,11.0,2025-12-23 04:30:51.000,EatBIT,28.0,14.0,1.0,一年过去了，你在百丽食堂里花的钱都花在哪儿了？.,2.0,6,True,1.0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,
43,BIT-Report-LaTeX,https://www.overleaf.com/latex/templates/beijing-institute-of-technology-report-template/szxqnwxtbcrb,CharlieLeee/BIT-Report-LaTeX,template,['latex'],https://github.com/CharlieLeee/BIT-Report-LaTeX,MIT,2020-05-29 04:07:15.000,2020-11-19 11:54:17,2020-11-19 11:53:55,29.0,,1.0,,,1.0,,10.0,2020-10-18 12:00:40.000,1.0,,,1.0,English and Chinese LaTeX template for reports/projects/proposal at Beijing Institute of Technology.,,6,False,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,bit-srun-cli,https://github.com/fangli-li/bit-srun-cli,fangli-li/bit-srun-cli,srun,['python'],https://github.com/fangli-li/bit-srun-cli,MIT,2020-11-14 16:49:11.000,2020-11-30 21:12:06,2020-11-15 18:57:03,4.0,,1.0,2.0,,,,4.0,2020-11-30 21:12:06.000,0.2.2,,13.0,4.0,"北理工校园网登录客户端,使用pip安装.",2.0,6,False,2.0,,,srun-bit,https://pypi.org/project/srun-bit,2020-11-30 21:12:06.000,13.0,,,,,,,,,,,,,,,,,,,,,
45,BIT睿信空间预约,https://bitrxc.com,bitrxc/bitrxc-server,cal,['web'],https://github.com/bitrxc/bitrxc-server,AGPL-3.0,2021-01-28 01:55:52.000,2022-07-27 22:42:51,2022-04-14 12:42:57,255.0,,4.0,1.0,38.0,,,3.0,2021-04-30 01:18:04.000,beta-1.1.1,,,1.0,Server of Management System of BIT Ruixin Community.,6.0,6,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Bus Interrogation Tunnel,https://pypi.org/project/bus-interrogation-tunnel/,YDX-2147483647/bus-interrogation-tunnel,cal,['python'],https://github.com/YDX-2147483647/bus-interrogation-tunnel,MIT,2023-03-11 16:48:57.000,2024-03-06 09:34:41,2024-03-06 09:34:41,11.0,,,1.0,,,,2.0,2023-03-14 08:51:31.753,0.1.0,,25.0,1.0,BIT 班车查询接口。（bitbus）🚌.,,6,False,1.0,3.0,3.0,bus-interrogation-tunnel,https://pypi.org/project/bus-interrogation-tunnel,2023-03-14 08:51:31.753,25.0,,,,,,,,,,,,,,,,,,,,,
47,Bing Sun ➡️ Teaching,https://sunamss.github.io/teaching.html,sunamss/sunamss.github.io,learning,,https://github.com/sunamss/sunamss.github.io,,2020-07-04 14:38:27.000,2026-02-09 03:48:22,2026-02-09 03:48:22,1437.0,25.0,,1.0,,,,1.0,,,,,,孙兵老师是我校数学学院教授，《工科数学分析》教材作者之一。该网页有教材及习题全解勘误、学期情况和PPT课件、教学大纲、试题试卷等资料。.,,6,True,1.0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,
48,矩阵分析学堂在线习题与复习整理,https://github.com/fishyy119/Matrix_Analysis_Homework,fishyy119/Matrix_Analysis_Homework,learning,,https://github.com/fishyy119/Matrix_Analysis_Homework,CC-BY-SA-4.0,2025-11-01 14:29:52.000,2025-12-22 12:14:18,2025-12-22 12:14:17,31.0,11.0,1.0,1.0,2.0,,,1.0,2025-12-14 11:16:47.000,2025.12.14-2+after_exam,22.0,7.0,2.0,矩阵分析学堂在线习题（+复习整理）2025秋.,2.0,6,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,BIT-thesis-LaTex,https://github.com/jiandahao/BIT-thesis-LaTex,jiandahao/BIT-thesis-LaTex,template,['latex'],https://github.com/jiandahao/BIT-thesis-LaTex,MIT,2019-05-14 03:08:50.000,2020-05-06 16:07:52,2020-05-06 16:07:51,27.0,,16.0,1.0,1.0,1.0,1.0,66.0,,,,,,北京理工大学学硕士/博士学位毕业论文LaTeX模板（LaTeX Template for BIT thesis）.,2.0,5,False,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MIPS 指令集 CPU 设计,https://github.com/bit-mips/bitmips_experiments,bit-mips/bitmips_experiments,exp,"['asm', 'hdl']",https://github.com/bit-mips/bitmips_experiments,,2019-11-11 12:08:37.000,2020-09-23 06:54:12,2020-09-23 06:53:48,31.0,,8.0,2.0,2.0,,,36.0,,,,,,北京理工大学 MIPS 指令集 CPU 设计系列教学实验.,4.0,5,False,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,BIT-campus-network-CLI,https://github.com/LiJinyao/BIT-campus-network-CLI,LiJinyao/BIT-campus-network-CLI,srun,['web'],https://github.com/LiJinyao/BIT-campus-network-CLI,MIT,2018-11-17 19:13:56.000,2021-01-31 03:45:03,2020-04-11 15:29:02,16.0,,8.0,1.0,1.0,,1.0,34.0,,,,,,帮助你在无法使用浏览器的情况下登陆北理工校园网🍻.,,5,False,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Ti-FDGG/BIT-CS-2023,https://github.com/Ti-FDGG/BIT-CS-2023,Ti-FDGG/BIT-CS-2023,learning,,https://github.com/Ti-FDGG/BIT-CS-2023,MIT,2025-03-04 16:02:21.000,2025-07-01 13:18:23,2025-07-01 13:15:33,50.0,,,1.0,,,1.0,28.0,,,,,,北京理工大学计算机科学与技术专业2023级本科生学习资料.,,5,True,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
